,sentiment,text
22,0,Amy Schumer Opens Up About Man That Tried To Date Her After Criticizing Her Looks: Amy Schumer sat down with T..  _URL 
23,0,Amy Schumer Steps Out in Black at the 7th Annual Governors Awards  _URL 
24,0,Amy Schumer backstage at the Hollywood Film Awards || November 1 #GomezUpdate  _URL   _URL 
25,0,Amy Schumer hosted Saturday Nigh Live recently and joked about being hacked:  _URL  @TripwireInc #infosec #cyberday #cloud
26,0,Amy Schumer performed live at northeastern on Friday. She spoke about getting an anti-gun policy.
27,0,Amy Schumer sat down with The Hollywood Reporter and opened up about the sexist remarks and unnecessary criticism she's faced since
28,0,"""Bethany Cosentino Wednesday, Amy Schumer tonight. Too bad Tina Fey isn't in town tomorrow!"""
29,0,"""Drew Barrymore will be at the Cedar Hills Powells tonight. Amy Schumer is here tomorrow night. Twitter, youre failing me."""
30,0,"""Emma Watson, Lena Dunham, Amy Schumer, Taylor Swift, etc may be feminist women I don't agree with - but it doesn't mean they arent feminists"""
31,0,Follow the top Amy Schumer stories for Dec 21 on our topical page:  _URL 
32,0,Get your tickets to see Amy Schumer when she performs at BB&amp;T Center this Saturday  _URL  Or..  _URL 
33,0,"""Hi y'all I'm selling three tickets at face value ($80) for Amy Schumer on Friday in MKE, let me know if you want them!"""
34,0,I just watched Saturday Night Live - October 10 - Amy Schumer with the new NBC app. Download on iTunes!  _URL 
35,0,"""I may never get the """"It"""" girl that is Amy Schumer [shrug]"""
36,0,I think the girl that looks like Amy Schumer may go home tonight. #thevoice
37,0,I want to see Amy Schumer Saturday so badd
38,0,I'm going to an Amy Schumer show on campus Sunday night and of course they sent an e-mail saying we won't be allowed to have mace.
39,0,Jennifer Lawrence &amp; Amy Schumer Want to Wear the Same Dior Dress to the Golden Globes: Jennifer Lawrence and friend Amy Schumer may b..
40,0,Jennifer Lawrence is Scheming a Fashion-Related Prank with Amy Schumer for Awards Season: Lawrence may have al..  _URL 
41,0,Jennifer Lawrence waxed lyrical about Amy Schumer's physique on Monday to chat show hos..  _URL   _URL 
42,0,"""Luxury&gt; Watch: Jennifer Lawrence, Amy Schumer May Grace the Red Carpet in Same Dress &gt; La--  _URL  #VIP"""
43,0,"""Meryl StreepThis past Sunday, Amy Schumer cemented her position at the top of ..  _URL """
44,0,My friday night consists of bingewatching Inside Amy Schumer on my pc with my flatmate next to me on my bed watching something scary on hers
45,0,Naked Hanukkah Celebration with Amy Schumer and YOU! will air on IWS Radio this Sunday at 12 Noon ET! ..  _URL 
46,0,"""November 1: Selena with Amy Schumer backstage at the 19th Annual Hollywood Film Awards in Beverly Hills, California.  _URL """
47,0,Ouch! Amy Schumer took to Instagram Sunday to show off her souvenir from her stint as the host of Saturday Night Live. Schumer hosted the
48,0,Ralphie May has got to be the laziest fucking comedian of my life.. making jokes about vaginas. IT'S ONLY FUNNY WHEN AMY SCHUMER DOES THAT!!
49,0,"""Red-hot comedian Amy Schumer will bring her first solo arena tour to the BB&amp;T Center, #Miami on Dec 12. Do not..  _URL """
50,0,"""Remember Amy Schumer on #RedEye..sadly now I think she may think she is """"to good for panel"""""
51,0,SCJ News: DVD REVIEW: Amy Schumer's begins a long film career with 'Trainwreck': Amy Poehler and Tina Fey may ..  _URL 
52,0,See my article in @NewTimesBroward and then see Amy Schumer at the BB&amp;T Center this Saturday  _URL 
53,0,Someone come see Amy Schumer with me in June
54,0,"""Tomorrow 7:10 @Fly923 - I'm catching """"33"""", and the real """"Trainwreck"""" on DVD isn't the Amy Schumer comedy. Listen:  _URL """
55,0,"""Tried to make a dinner reservation for my husband's birthday tomorrow, but Amy Schumer's in town and EVERY RESTAURANT is booked. #wifefail."""
56,0,We made the last line of the St. Louis Post review of Amy Schumer's show. Tues. &amp; Wed. we are JazzStandardNYC solid!  _URL 
57,0,When Amy schumer is friends with ur 2nd grade teacher &amp; updates u on her life (she taught the other class but still)  _URL 
58,0,Wish I had someone to go see Amy Schumer with me on Saturday!!
59,0,"""can I be the 3rd clumsy, funny blonde to finish Amy Schumer and JLaw's (incomplete?) friend trio?"""
60,0,the new season of american crime is based on that Friday Night Lights Amy Schumer parody sketch?
61,1,"""#SNL Well it's a good thing I stumbled upon Maya Rudolph, Amy Schumer, Paul McCartney &amp; Bruce's 3rd # after #ROH10man. #Cheeseburger #KGET"""
62,1,'Amy Schumer' appeared on Monday 30 at the 13th place in the Top20 of Los Angeles's Trends:  _URL  #trndnl
63,1,41 Amy Schumer quotes to get you through Wednesday (she's pretty badass)  _URL   _URL 
64,1,AMY SCHUMER TICKETS STILL AVAILABLE for SUNDAY's SHOW at Kent State!! Go to the  _URL  website!  _URL 
65,1,Actress and comedian Amy Schumer shared an intimate portrait on Monday that it will not quickly be forgotten.
66,1,Amy Schumer and Jerry Seinfeld headline a show in support of the 15th anniversary of Baby Buggy  _URL  via @WSJ
67,1,Amy Schumer will be here Friday &amp; I want to go!
68,1,Amy Schumer's honest post may actually inspire you to strip down:  _URL   _URL 
69,1,"""And my toughest final is tomorrow, it's cumulative, and I've been watching Amy Schumer and the office all night instead of studying"""
70,1,"""Demi Lovato Praises Amy Schumer On 2016 Pirelli Calendar Photo: On Thursday night, the comedian spoke ..  _URL  #lovato"""
71,1,Did you know that 'Amy Schumer' was Trending Topic on Monday 30 for 4 hours in United States?  _URL  #trndnl
72,1,"""Done with AHS till Wednesday &amp; finished inside Amy Schumer, now what?"""
73,1,"""For those that wanna see Inside Amy Schumer's Golden Globes , it may happen! #cantwait  _URL """
74,1,"""From my 2nd family, Katherine M., a student in NYC, got an internship with Amy Schumer..now that's cool."""
75,1,Going to see Amy schumer in Nashville tonight. But don't worry I got your epl plays over on @RotoGrinders  _URL 
76,1,I just want it to be Saturday so Amy Schumer can make me laugh and feel good about my life compared to hers.
77,1,"""I'm just really excited for my comedy filled day tomorrow.. Amy Schumer live AND John Mulaney on Netflix?! Thank you, America."""
78,1,Inside Amy Schumer is scorching its merry way back onto @ComedyCentralUK in the new year. S3 begins on Jan 11 at 11pm. (S2 still on demand.)
79,1,It was a WILD night at @JazzStLouis Jazz at the Bistro. Amy Schumer &amp; cast dug our 2nd set &amp; had a comedy jam- Epic!  _URL 
80,1,"""Kerry Washington, Viola Davis, Amy Schumer and Jill Soloway all make @THR power 100 list for 1st time. #changingtheworld"""
81,1,Kind of equally excited at staying in watching The Soup finale tonight as I am for going out to see Amy Schumer tomorrow. Well..kind of
82,1,On Saturday Night Live set today with Amy Schumer!  _URL 
83,1,"""One of the 1st jokes from the hilarious Amy Schumer at @TWCArena: """"If anybody thought they were seeing 'Godspell' tonight, maybe exit left."""""
84,1,Outrageously funny: Amy Schumer plays Mohegan Sun tonight  _URL  via @thedayct
85,1,"""PGA Awards TV Nominations Include Better Call Saul, Mad Men and Inside Amy Schumer: On Tuesday, the ..  _URL  #tvupdate"""
86,1,PHOTOS: Beautiful! Selena presenting Amy Schumer with an award at the 19th Annual Hollywood Film Awards!  _URL 
87,1,Selena Gomez presented Amy Schumer with an award and a heap of praise at the Hollywood Film Awards on November 1.
88,1,"""Selena Gomez, Amy Schumer Get Cuddly on the Red Carpet: See the Cuteness Here!:  _URL  #Videos #May"""
89,1,Some may find it tragic that I'm sat alone watching Amy Schumer and eating Ben and Jerries but personally I feel no shame
90,1,The only reason I keep going is that I get to see Amy schumer in June
91,1,"""Watching 'Inside Amy Schumer' for the 1st time. She's funny, sassy, smart, beautiful..&amp; sleeps with a teddy bear in one sketch. I'm hooked."""
92,1,Watching Amy Schumer for the 1st time..so funny! I must have been living under a rock or something
93,1,"""Watching The Pogues's """"Fairytale of NY"""" for the 9th time today and is it just me or does Kirsty MacColl look kinda like Amy Schumer?"""
94,1,Well kid's it's Friday. So rejoice. Another week is done. The Hell with trump I'm voting for Amy Schumer.. White house bound @amyschumer
95,1,"""When it comes to body empowerment and feeling comfortable in your own skin, Amy Schumer is the role model we look up to. On Thursday"""
96,1,Who was the best 'Saturday Night Live' host? Amy Schumer. 50% of voters agree with me.  _URL 
97,1,Who went to the first Amy Schumer show on Saturday? Anyone who would be willing to talk to me about it?  _URL 
98,1,"""Will Smith, Amy Schumer and Carey Mulligan were among those honoured Sunday at the Hollywood Film Awards, with..  _URL """
99,1,just another reason to love Amy Schumer and here's a piece on the calendar..  _URL   _URL 
100,2,..1st of all this is Amy Schumer and she's funnier and hotter than you will ever be 2nd of all shut the fuck up  _URL 
101,2,Can't wait to see Amy Schumer with @_stephaniefrey_ tomorrow!
102,2,I get to see Amy Schumer live tomorrow. I'm literally the luckiest girl on planet earth
103,2,"""I think I may have just fell in love with @amyschumer after watching """"Amy Schumer: Live..Extended Cut"""" on @hbonow."""
104,2,Saw TRAINWRECK for the 2nd time &amp; again found it &amp; Amy Schumer brilliant as was the screenplay she wrote. Mel Brooks agreed.100%
105,2,"""Watching """"Trainwreck"""" for the 2nd time with my girls. Hilarious!! Love Amy Schumer! #Trainwreck #JohnCena #AmySchumer"""
106,2,Watching Amy Schumer: Live at the Apollo makes me so excited for Sunday when @KentStateUSG brings @amyschumer
107,2,"""in them to do it. Amy Schumer in EW, October @amyschumer is a fucking rock star &amp; I love her &amp; Jesus F'ing Christ we need more like this"""
108,-1,"""More meta-textually, Ant-Man may be the worst movie in the Marvel Universe for gender roles. Of its..  _URL """
109,-1,ANT-MAN was the 1st time I didn't stay for a Marvel film's post credits scene. The film was just one big teaser. Didn't need to see another.
110,-1,As ridiculous as Ant-Man may have looked it was actually pretty damn good #bigfan
111,-1,"""PODGODZ 165: Podgodz 165 Recorded 28 July 2015 I saw Ant-Man, I should not have. Midroll sells to, I want to s..  _URL """
112,-1,Reason why Ant-Man may have 'struggled' vs. other Marvel? My parents assumed it was a parody.
113,-1,"""Sorry gang, 2nd Act of Ant-Man just kills my buzz. SO BORING and the writing is REALLY bad. I'm hoping this stuff wasn't in Wright's script."""
114,-1,The only reason I'm watching Ant-Man is cause of 5$ Tuesday this is definitely something you wait to watch at home
115,-2,"""More meta-textually, Ant-Man may be the worst movie in the Marvel Universe for gender roles. Of its..  _URL """
116,0,@CollectorCorps Hi corps I ordered two boxes of Ant-man on July 23rd and I haven't received anything not even a email. I emailed you guys.
117,0,"""@Dat_Saintsfan Going to see Ant-Man on Tuesday! Is it worth the money, or should I avoid it and go see another film?"""
118,0,"""@EvangelineLilly @AntMan May I just ask, do the ants in Ant-Man agree to work with humans willingly? Because otherwise it would be horrible."""
119,0,"""@Kapot33 @Fyrasec I usually wait until the unwashed masses have already seen it I saw Ant-Man on Saturday, &amp; the theater was almost empty"""
120,0,@Marvel's Ant-Man is in cinemas this weekend and we have goodies to giveaway. See @WitnessKZN tomorrow (August 1) for all the deets
121,0,"""@cinemasins @andysignore both of you, get started with your Honest trailer and EWW for Ant-man. You have until next Tuesday to do it! :D"""
122,0,@dmnqpvt Hartzel and I are planning to watch Ant-Man tomorrow at SM Pala-pala but the problem is that it's only available in 3D
123,0,@doedoejohoe I'll just get it tomorrow after I see Ant-Man with or without Coffey.
124,0,@missjacksteezy then stay home either way d: go watch Ant-Man tomorrow or something lol It's just what I'd do.Of course it's still up to you
125,0,"""@nron10 @StrikerObi It's not really a hiatus. There's just a 10-month space between Ant-Man and the next MCU film release, Civil War in May."""
126,0,"""@philxl The subtitled films at MK this week are Inside Out tonight at 7pm, Ant-Man 19:40 Thursday and The Gallows 21:30 Monday"""
127,0,@phredlevi Are we on for Ant-Man on tues? I think you said something about your shifts getting moved?
128,0,"""@sebpatrick I'm seeing Ant-Man tomorrow. If it has an ant called Antony, and that ant dies, if this is a spoiler, I will be so mad at you."""
129,0,"""@treblebeth no like I saw Ant-Man last week, watched WHAS on Thursday, the show yesterday, AND HIS FACE DID NOT CHANGE"""
130,0,"""Am contemplating watching Ant-Man, should I see it, or wait for the shorter, although more irritating Dec-Man?"""
131,0,"""Ant-Man ends this Thursday. See it before it goes. Plays daily at 1:15, 3:50, 6:40 &amp; 9:40 PM  _URL """
132,0,"""Ant-Man is Weekend Champ with just $24.8 million. """"Pixels"""" #2 ($24M). Bet WB regrets moving """"Pan"""" from this weekend to crowded October."""
133,0,"""Anywho, I'm not really sure what I think of Ant-Man. May need some time to mull it over"""
134,0,"""Bout to see Ant-Man, hope it's good!! I'll report back tomorrow!"""
135,0,Box Office: 'Pixels' beats 'Ant-Man' on Friday but is it game over for the weekend?  _URL   _URL 
136,0,Check out our 2nd episode. We tell you what we thought of Ant-Man and what Netflix shows to binge watch.  _URL 
137,0,"""Cinematic double bill tonight. 1st up is South-""""as subtle as a punch to the face""""-paw (@rosstmiller), then MCU's latest expulsion: Ant-Man!"""
138,0,"""Cool, Ant-Man isn't working. Beauty sleep for me then seeing as it's Monday."""
139,0,"""Gentle reminder, If you wish to see Ant-Man and or Minions, you will need to do so prior to Friday, August 7."""
140,0,Going to see Ant-Man tomorrow. Has tlist been and did you like it?
141,0,Going to watch Ant-Man on Tues because of Rudd and also make a decision on whether it beats Guardians and The Winter Soldier
142,0,I can't believe I just sat through Ant-Man again
143,0,I fail to be an Ant in my new video! Ant-Man review coming tomorrow guys hope you like it!
144,0,"""I have tomorrow off so it's Friday to me! """"What will you do with your day off, Kev?"""" Thanks for asking. I'll go see Ant-Man."""
145,0,I would have posted a podcast if the threat of getting stung by a yellowjacket on Monday and seeing Ant-man last night hadn't occurred.
146,0,I'm gonna have breakfast with my friend tomorrow and then we'll see Ant-man
147,0,"""I'm taking a piss 2 minutes before seeing """"Ant-Man"""" &amp; suddenly this old guy just randomly spoils the 1st post-credits sting for me."""
148,0,"""If like me you sat through Ant-Man wondering which bits were Edgar's ideas, the Empire spoiler podcast goes into it  _URL """
149,0,"""If you're planning to watch Ant-Man, make sure you stay to watch the 2nd footage after all the credits."""
150,0,In this second time I've watched Ant-Man and this time I was the only one that stayed for the 2nd after credits scene
151,0,Kinda getting annoyed seeing I was paying yet my sisters decided no movies today xP At least I'll watch Ant-Man with a discount tomorrow &lt;.&lt;
152,0,My dad and I were the only ones who stayed to see the 2nd extra scene after the credits for Ant-Man.
153,0,NORTH AMERICA: 'Ant-Man' Claims #1 on Tuesday with $4.27M; 'Minions' Remains a Close #2 with $4.01M; 'Pixels' ..  _URL 
154,0,"""Now I'm done with Ant-Man, which would have been excellent if they kept Wright on, but is at least a lot of fun. More tomorrow."""
155,0,"""Of course I'm coming! Writer is going to see Ant-Man tomorrow, but I know I will at least see ya!~"""
156,0,"""Only person left from a packed theatre waiting to see the 2nd end-credits scene in Ant-Man. Come on people, you know how this works by now."""
157,0,"""Prep work before the Con tomorrow (@ Cinemagic for Ant-Man in Portsmouth, NH)  _URL """
158,0,"""Rainy weekend helps power surging UK box-office, as Disney scores double with Inside Out and Ant-Man at 1 and 2:  _URL """
159,0,Sat in the pub have a non-alcoholic beverage before going to see Ant-Man.
160,0,Shaun the Sheep or Ant-Man tomorrow with the boys?
161,0,So .. Who's up for seeing Ant-Man with me on Saturday? 2:30pm showing. Let me know!
162,0,Someone come see Ant-Man with me tomorrow.
163,0,The new Fantastic Four movie isn't that bad at all! Tomorrow I'm going to watch Ant-Man! :)
164,0,Think I might go to the movies on Saturday morning. Should I see Ant-Man or Inside Out?
165,0,"""Waiting for the 2nd post credit stinger for Ant-Man, alone in the cinema, is probably the nerdiest thing I've ever done."""
166,0,"""Want to go the cinema on my day off tomorrow, but Inside Out or Ant-Man? Will IO be full of kids? So torn right now."""
167,0,"""We're going to see Ant-Man tomorrow. If you'd like to go, meet at the Warehouse at 11:30, so we can eat lunch in..  _URL """
168,0,"""Well,  _URL  had a decent Tuesday opening at the box office. Will it beat Ant-Man over the weekend?  _URL """
169,0,You'll be able to buy 'Marvel's Ant-Man: The Art of the Movie' Slipcase on 4 August 2015.  _URL   _URL 
170,0,going to see Ant-man wednesday. hopefully its good.
171,1,@micohalili: Can't spell Star Hotshots without the word SHORT. Go Ant-Man!!  _URL 
172,1,"""#SmartNCAA: It's another 'Yes para sa tres' for the """"Ant-man"""" Mark Cruz! Letran stil on top, 72-53 with 1:53 remaining in the 4th!"""
173,1,"""#SmartNCAA: It's another 'Yes para sa tres' for the """"Ant-man"""" Mark Cruz! Letran still on top, 72-53 with 1:53 remaining in the 4th!"""
174,1,"""// -- cinema this Saturday. I would love to see Ant-Man, but he's not into Marvel like I am, so I believe I'm gonna have to give it a miss."""
175,1,"""// So, I thought Ant-Man was out of the question for the cinema Saturday but my boyfriend said the films he's seen are 'awesome' and that -"""
176,1,"""3rd time. Antman with friends (@ Rogers 18 Theater for Ant-Man in Rogers, MN)  _URL """
177,1,5 Days off now! Bit of golf on the agenda and a few other bits. Looking forward to watching @Marvel's Ant-Man on Thursday too!
178,1,@2Hopesdestiny I've got Mon. off work &amp; I'm going to see Ant-Man movie in theaters. Want to see it in 3D.
179,1,@AMCTheatres Saw Ant-Man at AMC Eastchase 9 in Fort Worth. 1st time at the theater. Great experience for my wife and me!
180,1,"""@Abdullahbats Here it's 1:20 PM, I can be around that time but maaybe I'll be gone since I may watch Ant-man today"""
181,1,@Braxwolf We're going to see Ant-Man tomorrow. I figured it would seem even better in comparison after watching this. :)
182,1,@CoyJandreau @TheMattKey @SizzlerKistler just watched the show. Great show. Couldn't agree it's about Ant-Man. See ya Thursday
183,1,@DANNY_DICKBLOOD Ant-Man was #1 for the 2nd straight week domestically. Never has this been more apropos.  _URL 
184,1,"""@EveLovelock1 Hi Eve, I hope you enjoyed Ant-Man! Saverday Tuesday is all day &amp; prices can be found here in future:  _URL """
185,1,"""@FB_BMB I went to see Mission Impossible Rouge Nation today, I really enjoyed it. Have u seen it? I might go see Ant-Man tomorrow?"""
186,1,"""@FabrecIass I had high expectactions when I watched because everyone was hyping it so much, I knew Ant-Man would be good after 1st trailer"""
187,1,"""@HeroesInColor00 you definitely aren't, Ant-Man was my 2nd favorite Phase 2 flick right after Winter Soldier"""
188,1,@ItsNotAStar Took my son to see Ant-Man yesterday and the #ForceAwakens trailer played before. 1st time seeing it on big screen. #AWESOME
189,1,"""@Jacksters26 Probably see Ant-Man at the cinema tomorrow. ) I hope you enjoy your tea, I'm certain you will. x"""
190,1,"""@JayCyde There are a few winks in WINTER SOLDIER and ANT-MAN, various IRON MANs. Largely, though, you may be right."""
191,1,"""@NinDorkKnight @SpinelessOyster I am so hyped for tomorrow, the clip at the end of Ant-Man was enough to get me excited"""
192,1,@ReesMarshall1 They are great aren't they - I have one from the Ant-Man wave coming tomorrow as I want to build the Ultron figure.
193,1,"""@Rivulet027 Yeah, Ant-man fails on Jan and her daughter, but it's still a better movie than FF according to reviewers I trust."""
194,1,"""@RottenTomatoes Horrible. Diehard fans may love the hard R, but lots of people will pass. Ant-Man was fun, quirky, enjoyable. Not this."""
195,1,"""@Sartorial_Kai @LordXReshead Na if they know wa good for them it will be like Ant-man, Mar-Vell would give Carol Danvers the mantle"""
196,1,"""@SlyBibliomaniac yeah, on Friday I went and saw two movies people bitch about - Ant-Man and Minions. I had a good time! #HatersGonnaHate"""
197,1,"""@ThePaddyMcB Fair enough. Unrelated, think I may go see Ant-Man again tomorrow if you're interested."""
198,1,"""@The_Xzav I'm gonna see Ant-man tomorrow, can't wait. (you see, I'm doing theaters lol)"""
199,1,"""@TshavhuThibe_ it's horrible, complete fail compared to the 1st movie. Rather watch Ant-man or Entourage."""
200,1,"""@VickieSmalley hoping to see Ant-Man tomorrow night at the Everyman in Reigate.. Apparently it's been refurbished and is pretty good,"""
201,1,@beanbagboy you and me both. Was chatting to @olwenhoff about 4th wall breaking after Ant-Man
202,1,@jamess__paul Do you want to see Ant-Man on Tues?
203,1,@lisak12009 my whole family is going to see Ant-Man on Friday before they leave though
204,1,@marvelguy Love Winter Soldier. Incredibly close 3rd cause of its ramifications on the MCU. But I had too much fun with Ant-Man.
205,1,"""@mirithejedi I finally saw Ant-Man on Tuesday I really enjoyed it, the movie was so good &amp; entertaining &amp; I enjoyed the Spider-Man reference"""
206,1,"""@nkuchibhotla Then again, this is coming from the girl who just saw Ant-man for the 3rd time"""
207,1,@pensandblues May still be out there (Avengers). Am looking forward to Ant-Man and heard it si totally awesome!
208,1,"""@smoothfuego1 I understand, you enjoy Ant-Man and assure you it will start on time when you return tomorrow"""
209,1,"""@tomlennon @iamsteadman @probablydrunk I'm a dumb, the missus booked a sofa at the electric tomorrow for Ant-Man. Fancy it tomorrow?"""
210,1,A special Tuesday night movie with nephew today. We went to see Ant-Man. It was much better than I had anticipated. A nice old school vibe.
211,1,ALSO GOOD NEWS i'm going to go see Ant-Man tomorrow /twerktwerk
212,1,ANT-MAN: Screening: Sat &amp; Sun @ 1.00pm Super Tue @ 6.00pm Armed with the astonishing ability..  _URL 
213,1,"""Also tomorrow on  _URL  you'll find my review of Ant-Man. That's right bitches, I actually saw a new film at the cinema!"""
214,1,Ant-Man at AMC Cinema Suites on a Sunday afternoon is a great choice. Good film. Have to see it again cause missed @HayleyAtwell's scene
215,1,"""Ant-Man feels like a rough 1st draft of the Marvel universe (namely Iron Man) which it probably was, considering it's where it all started."""
216,1,"""Ant-Man felt like the 1st IronMan movie 2 me. That's good. It did feel like 2 films grafted onto each other. Not as good, but not bad either"""
217,1,Ant-Man is here through the 30th!! #AntMan #Summer  _URL 
218,1,"""Ant-Man is important. No matter how small his role in Civil War may actually be, he is still there for a reason. Don't downplay him."""
219,1,Ant-Man is one of the funniest Marvel movies we've watched. Check out our spoiler free review!  _URL   _URL 
220,1,"""Ant-Man may have cliched and formulaic structure, but it's a whole lot of fun. The final 40 mins is superb."""
221,1,"""Ant-Man premieres tomorrow night in Doha. A savior from the atrocity that was """"Pixels."""""
222,1,Ant-Man review coming tomorrow hope to see you all their! #Fandomreviews #YouTube
223,1,"""Ant-Man starts tonight! PG-13. Showtimes 7pm each night, 4 &amp; 7 weekends. Monday matinee, August 17th., - Fried..  _URL """
224,1,Ant-Man starts tonight! Runs Fri-Mon at 8:00pm nightly &amp; is rated PG. See you at the movies :)  _URL 
225,1,Ant-Man takes a second week at the top of the box office: While it may not be setting th..  _URL  via @technobuffalo
226,1,Ant-Man tomorrow hopefully and I kind of want to give Fantastic Four a shot also .
227,1,"""Ant-Man tomorrow. Looking forward to it, but some asshole ruined it for me."""
228,1,Ant-Man was even better the 2nd time
229,1,"""Ant-Man was high on my list to see, but didn't get the chance until Tues night. It was such a fun movie! Ant-man v Falcon..classic!"""
230,1,"""Ant-Man was ok. Loved the action, first hour dull, 2nd hour great, villain was actually a good villain."""
231,1,Ant-Man was ok. Nothing amazing but Marvel evil for having me sit through the longest credits to see the 2nd end credit scene.
232,1,"""Ant-Man, Edge Of Tomorrow, Inside Out, Inglourious Basterds and Obvious Child (my favourite of the week) #myweekinmovies"""
233,1,"""Ant-man is getting good reviews, might have to go watch it sunday night"""
234,1,"""Ant-man tops North American box office: Marvel action flick """"Ant-Man"""" stayed atop the US box office Sunday, ..  _URL """
235,1,"""Ant-man was good tho. And props to the guy who mention about the 2nd extra scene at the end of the movie, you da real mvp."""
236,1,Anybody want to see Ant-man tomorrow?
237,1,"""Anyway, I'm going to the theaters tomorrow to watch Ant-man! I'm really excited. ;o;)b"""
238,1,Back from Ant-Man for the 2nd time! Love that film.
239,1,"""Been a little busy lately, just now getting to see Ant-Man. Oh and I'm a child! @ West 21st St. Warren  _URL """
240,1,"""Been an ant based week, first seeing ANT-man at the cinema. Now visiting ANTwerp. Maybe I'll finish with meeting ANT &amp; Dec? #Hopeful"""
241,1,Best part of Ant-Man is how Hank Pym's treasured photo of his wife covers up her actual face with a large sun hat.
242,1,Box Office: Ant-Man avoids a Trainwreck with $22.6 million Friday for no. 1 .. - HitFix  _URL 
243,1,"""BreakingNews: 'Ant-Man' wins box office for 2nd weekend with $24.8 million haul, edging out 'Pixels' - USATODAY  _URL """
244,1,"""Cannot wait to see Ant-Man and Southpaw with @neckcellent tomorrow! I need this downtime, badly!"""
245,1,Catching up on films tomorrow with 2nd watch of Ant-Man in 3D. Then 1st watch of Maggie and Southpaw.#Southpaw #Films  _URL 
246,1,"""Catching up on movies before they leave theaters. Trainwreck was as good as everyone says it is. Tomorrow, Ant-Man."""
247,1,Congrats to Disney for managing to keep ANT-MAN as the #1 movie for a 2nd weekend with a paltry $24.7 million take. #BoxOffice
248,1,Continuing to bond with the offspring via Marvel movies with another Superhero Saturday thanks to a very funny Ant-Man. #fb
249,1,"""Don't forget all films before 5pm are just a fiver for all! Valid Mon - Fri only. Book now and enjoy Ant-Man,..  _URL """
250,1,Dragon Ball Z tomorrow but I don't know if I want to wake up early to see it at 12 .. When I can see F4ntastic or Ant-Man at a later time
251,1,"""Ends this Thursday. Have you seen Marvel's """"Ant-Man"""" yet?  _URL """
252,1,Episode 39: Ant-Man the Comics is out now to hold you over until Episode 40 arrives on Wednesday!  _URL 
253,1,"""FYI, the inspiration 4 Ant-Man has been turned into a miniseries by @IDWPublishing and it's out tomorrow, #TheShrinkingMan, #themoreyouknow"""
254,1,Fantastic Four tomorrow will it be as good as Ant-Man we'll have to see
255,1,Final shows for Pixels &amp; Ant-Man are Thursday! Opening Wednesday: Shaun the Sheep &amp; Thursday: Fantastic Four!
256,1,"""Finally going to see ANT-MAN tonight, then off to see ROGUE NATION either tomorrow or Sunday. Looking forward to both."""
257,1,Finally going to watch Ant-Man tomorrow @Marvel its still getting good ratings #Excited
258,1,Finally got around to see Ant-Man and absolutely loved it. Nice way to cap off an eventful Saturday.
